DATA:,NODE #95,
,,
FROM:,01-05-2019 05:52,
TO:,04-09-2019 05:52,
,,
SENSOR:,Soil moisture,%
VALUE, TIMESTAMP,
11.8,03-08-2019 00:25,
11.8,03-08-2019 03:24,
11.8,03-08-2019 06:22,
11.6,03-08-2019 09:21,
11.8,03-08-2019 12:20,
11.8,03-08-2019 15:18,
11.8,03-08-2019 18:17,
11.8,03-08-2019 21:15,
11.8,04-08-2019 00:14,
11.8,04-08-2019 03:13,
11.8,04-08-2019 06:11,
11.8,04-08-2019 09:10,
11.8,04-08-2019 12:08,
12.6,04-08-2019 15:07,
12.8,04-08-2019 18:06,
12.8,04-08-2019 21:04,
12.8,05-08-2019 00:03,
12.8,05-08-2019 03:01,
12.8,05-08-2019 06:00,
12.6,05-08-2019 11:57,
12.6,05-08-2019 14:56,
12.4,05-08-2019 17:54,
11.8,05-08-2019 20:53,
11.8,05-08-2019 23:52,
11.8,06-08-2019 02:50,
11.8,06-08-2019 11:46,
11.8,06-08-2019 14:44,
11.8,06-08-2019 17:43,
11.8,06-08-2019 20:42,
11.2,06-08-2019 23:40,
10.8,07-08-2019 02:39,
10.8,07-08-2019 05:37,
10.8,07-08-2019 08:36,
10.8,07-08-2019 11:35,
10.8,07-08-2019 14:33,
10.8,07-08-2019 17:32,
10.8,07-08-2019 20:30,
9.8,07-08-2019 23:29,
9.8,08-08-2019 02:28,
9.8,08-08-2019 05:26,
9.8,08-08-2019 08:25,
9.8,08-08-2019 11:23,
9.8,08-08-2019 14:22,
9.8,08-08-2019 17:21,
9.8,08-08-2019 20:19,
8.8,08-08-2019 23:18,
8.8,09-08-2019 02:16,
9.8,09-08-2019 05:15,
11.8,09-08-2019 08:14,
16.8,09-08-2019 11:12,
15.8,09-08-2019 14:11,
15.8,09-08-2019 17:09,
14.8,09-08-2019 20:08,
14.8,09-08-2019 23:07,
14.8,10-08-2019 02:05,
15.8,10-08-2019 05:04,
17,10-08-2019 08:02,
15.8,10-08-2019 11:01,
14.8,10-08-2019 13:59,
14.8,10-08-2019 16:58,
14.8,10-08-2019 19:57,
14.8,10-08-2019 22:55,
14.8,11-08-2019 01:54,
14.8,11-08-2019 04:53,
14.8,11-08-2019 07:51,
13.8,11-08-2019 10:50,
13.8,11-08-2019 13:48,
13.8,11-08-2019 16:47,
14.8,11-08-2019 19:46,
14.6,11-08-2019 22:44,
13.8,12-08-2019 01:43,
13.8,12-08-2019 04:41,
13.8,12-08-2019 04:44,
13.8,12-08-2019 07:40,
13.8,12-08-2019 10:39,
13.8,12-08-2019 13:37,
13.8,12-08-2019 16:36,
13.8,12-08-2019 19:34,
13.8,12-08-2019 22:33,
13.4,13-08-2019 01:32,
13.8,13-08-2019 04:30,
13.8,13-08-2019 07:29,
12.8,13-08-2019 10:27,
12.8,13-08-2019 13:26,
12.8,13-08-2019 16:25,
12.8,13-08-2019 19:23,
12.8,13-08-2019 22:22,
12.8,13-08-2019 22:24,
12.8,14-08-2019 01:21,
12.8,14-08-2019 04:19,
12.8,14-08-2019 07:18,
12.8,14-08-2019 13:15,
12.8,14-08-2019 16:13,
12.8,14-08-2019 19:12,
12.8,14-08-2019 22:11,
12.8,15-08-2019 01:09,
12.8,15-08-2019 04:08,
12.8,15-08-2019 07:06,
12.8,15-08-2019 10:05,
12.8,15-08-2019 13:04,
16.8,15-08-2019 16:02,
16.8,15-08-2019 19:01,
15.8,15-08-2019 21:59,
15.8,16-08-2019 00:58,
16.9,16-08-2019 03:57,
17.2,16-08-2019 06:55,
16.8,16-08-2019 09:54,
16.8,16-08-2019 12:52,
15.8,16-08-2019 15:51,
15.8,16-08-2019 18:50,
15.8,16-08-2019 18:52,
14.8,16-08-2019 21:48,
14.8,17-08-2019 00:47,
14.8,17-08-2019 03:45,
13.8,17-08-2019 06:44,
13.8,17-08-2019 09:43,
13.8,17-08-2019 12:41,
13.8,17-08-2019 15:40,
13.8,17-08-2019 18:39,
13.8,17-08-2019 21:37,
13.8,18-08-2019 00:36,
13.8,18-08-2019 06:33,
12.8,18-08-2019 09:32,
12.8,18-08-2019 12:30,
12.8,18-08-2019 15:29,
12.8,18-08-2019 18:27,
12.8,18-08-2019 21:26,
12.8,19-08-2019 00:25,
12.8,19-08-2019 03:23,
12.8,19-08-2019 06:22,
12.8,19-08-2019 09:20,
12.8,19-08-2019 12:19,
13.8,19-08-2019 15:18,
13.8,19-08-2019 18:16,
13.8,20-08-2019 00:13,
13.8,20-08-2019 03:12,
13.2,20-08-2019 06:11,
13.6,20-08-2019 09:09,
12.8,20-08-2019 12:08,
12.8,20-08-2019 15:07,
13.4,20-08-2019 18:05,
12.8,20-08-2019 21:04,
12.8,21-08-2019 00:02,
12.8,21-08-2019 03:01,
12.8,21-08-2019 05:59,
12.8,21-08-2019 08:58,
12.8,21-08-2019 11:57,
12.8,21-08-2019 14:55,
12.8,21-08-2019 17:54,
12.8,21-08-2019 20:53,
12.8,21-08-2019 23:51,
12.8,22-08-2019 02:50,
12.8,22-08-2019 05:48,
12.8,22-08-2019 08:47,
12.8,22-08-2019 11:46,
12.8,22-08-2019 14:44,
12.8,22-08-2019 17:43,
12.8,22-08-2019 20:41,
12.8,22-08-2019 23:40,
11.8,23-08-2019 02:39,
11.8,23-08-2019 05:37,
11.8,23-08-2019 08:36,
11.8,23-08-2019 11:34,
11.8,23-08-2019 14:33,
11.8,23-08-2019 17:32,
11.8,23-08-2019 20:30,
11.8,23-08-2019 23:29,
11.8,24-08-2019 02:27,
11.8,24-08-2019 05:26,
11.8,24-08-2019 08:25,
11.6,24-08-2019 11:23,
10.8,24-08-2019 14:22,
10.8,24-08-2019 17:21,
10.8,24-08-2019 20:20,
10.8,24-08-2019 23:18,
10.8,25-08-2019 02:17,
10.8,25-08-2019 08:14,
10.8,25-08-2019 11:13,
9.8,25-08-2019 17:10,
9.8,25-08-2019 20:08,
9.8,25-08-2019 23:07,
9.8,26-08-2019 02:06,
9.8,26-08-2019 05:04,
9.8,26-08-2019 08:03,
9.8,26-08-2019 11:01,
9.8,26-08-2019 14:00,
9.8,26-08-2019 16:59,
9.8,26-08-2019 19:57,
9.8,26-08-2019 22:56,
9.8,27-08-2019 01:54,
9.8,27-08-2019 04:53,
9.8,27-08-2019 07:52,
8.8,27-08-2019 10:50,
8.8,27-08-2019 13:49,
8.8,27-08-2019 16:47,
8.8,27-08-2019 19:46,
8.8,28-08-2019 01:43,
9.8,28-08-2019 04:42,
8.8,28-08-2019 07:40,
8.8,28-08-2019 10:39,
8.6,28-08-2019 13:38,
7.9,28-08-2019 16:36,
8.8,28-08-2019 19:35,
8.8,28-08-2019 22:34,
8.8,29-08-2019 01:32,
8.8,29-08-2019 07:29,
9.8,29-08-2019 10:28,
9.8,29-08-2019 13:27,
9.8,29-08-2019 16:25,
10.8,29-08-2019 22:22,
10.8,30-08-2019 01:21,
10.8,30-08-2019 04:19,
10.8,30-08-2019 07:18,
9.8,30-08-2019 10:17,
9.8,30-08-2019 13:15,
9.8,30-08-2019 16:14,
9.8,30-08-2019 19:13,
10.8,30-08-2019 22:11,
10.8,31-08-2019 01:10,
10.8,31-08-2019 04:08,
10.8,31-08-2019 07:07,
9.8,31-08-2019 10:06,
9.8,31-08-2019 13:07,
23.7,31-08-2019 16:03,
19.3,31-08-2019 19:01,
18.3,31-08-2019 22:00,
18,01-09-2019 00:59,
18,01-09-2019 03:57,
17.9,01-09-2019 06:56,
17.9,01-09-2019 06:58,
17.5,01-09-2019 09:55,
17.5,01-09-2019 12:53,
17.5,01-09-2019 18:51,
18.8,02-09-2019 00:48,
18.6,02-09-2019 03:47,
18,02-09-2019 06:45,
17.8,02-09-2019 12:42,
17.5,02-09-2019 15:41,
17.5,03-09-2019 07:10,
,,
SENSOR:,Soil temperature,Deg Centigrade
VALUE, TIMESTAMP,
25.8,01-05-2019 07:56,
25.8,01-05-2019 07:58,
25.8,01-05-2019 08:03,
27.7,01-05-2019 10:54,
32.3,01-05-2019 13:53,
32.1,01-05-2019 16:51,
29.7,01-05-2019 19:50,
27.5,01-05-2019 22:49,
27.6,02-05-2019 01:47,
27.6,02-05-2019 01:49,
26,02-05-2019 04:46,
25.6,02-05-2019 07:44,
25.6,02-05-2019 07:47,
27.4,02-05-2019 10:43,
32.7,02-05-2019 13:42,
32.7,02-05-2019 13:44,
32.7,02-05-2019 13:49,
32.6,02-05-2019 16:40,
32.6,02-05-2019 16:43,
32.6,02-05-2019 16:48,
30.2,02-05-2019 19:39,
28.5,02-05-2019 22:37,
26.3,03-05-2019 04:35,
25.8,03-05-2019 07:33,
27.7,03-05-2019 10:32,
32.2,03-05-2019 13:30,
32.5,03-05-2019 16:29,
30.9,03-05-2019 19:28,
28.4,03-05-2019 22:26,
27.8,04-05-2019 01:25,
27.8,04-05-2019 01:27,
27.2,04-05-2019 04:23,
26,04-05-2019 07:22,
28.1,04-05-2019 10:21,
28.1,04-05-2019 10:23,
28.1,04-05-2019 10:28,
32.3,04-05-2019 13:19,
33.3,04-05-2019 16:18,
33.3,04-05-2019 16:20,
33.3,04-05-2019 16:25,
31.6,04-05-2019 19:17,
31.6,04-05-2019 19:19,
29.1,04-05-2019 22:15,
29.1,04-05-2019 22:17,
29.1,04-05-2019 22:22,
28.6,05-05-2019 01:14,
28.6,05-05-2019 01:16,
28.6,05-05-2019 01:21,
27.4,05-05-2019 04:12,
26.9,05-05-2019 07:11,
26.9,05-05-2019 07:13,
26.9,05-05-2019 07:18,
28.7,05-05-2019 10:09,
28.7,05-05-2019 10:12,
28.7,05-05-2019 10:17,
32.6,05-05-2019 13:08,
33.5,05-05-2019 16:07,
33.5,05-05-2019 16:09,
33.5,05-05-2019 16:14,
32.1,05-05-2019 19:05,
32.1,05-05-2019 19:07,
29.5,05-05-2019 22:04,
28.4,06-05-2019 01:02,
27.4,06-05-2019 04:01,
26.6,06-05-2019 06:59,
27.4,06-05-2019 09:58,
27.4,06-05-2019 10:00,
27.4,06-05-2019 10:06,
32.6,06-05-2019 12:57,
33.8,06-05-2019 15:55,
32.9,06-05-2019 18:54,
32.9,06-05-2019 18:56,
32.9,06-05-2019 19:01,
30.2,06-05-2019 21:52,
28.6,07-05-2019 00:51,
27.5,07-05-2019 03:50,
27.5,07-05-2019 03:52,
27.5,07-05-2019 03:57,
26.5,07-05-2019 06:48,
26.5,07-05-2019 06:50,
27.8,07-05-2019 09:47,
32.3,07-05-2019 12:45,
34.3,07-05-2019 15:44,
33.2,07-05-2019 18:43,
33.2,07-05-2019 18:45,
33.2,07-05-2019 18:50,
30.8,07-05-2019 21:41,
29.3,08-05-2019 00:40,
29.3,08-05-2019 00:42,
28.3,08-05-2019 03:39,
28.3,08-05-2019 03:41,
28.3,08-05-2019 03:46,
27.1,08-05-2019 06:37,
27.4,08-05-2019 09:36,
32.8,08-05-2019 12:34,
35.4,08-05-2019 15:33,
35.4,08-05-2019 15:35,
35.4,08-05-2019 15:40,
34.1,08-05-2019 18:31,
34.1,08-05-2019 18:34,
34.1,08-05-2019 18:39,
31.9,08-05-2019 21:30,
30.6,09-05-2019 00:28,
28.3,09-05-2019 03:27,
28.3,09-05-2019 03:29,
26.9,09-05-2019 06:26,
27.5,09-05-2019 09:24,
27.5,09-05-2019 09:26,
31.7,09-05-2019 12:23,
31.7,09-05-2019 12:25,
31.7,09-05-2019 12:30,
34.6,09-05-2019 15:22,
34.6,09-05-2019 15:24,
34.6,09-05-2019 15:29,
33.6,09-05-2019 18:38,
33.6,09-05-2019 18:41,
31,09-05-2019 21:19,
31,09-05-2019 21:21,
29.5,10-05-2019 00:17,
28.2,10-05-2019 03:16,
28.2,10-05-2019 03:18,
28.2,10-05-2019 03:23,
27.2,10-05-2019 06:14,
27.6,10-05-2019 09:13,
32.2,10-05-2019 12:12,
32.2,10-05-2019 12:14,
34.4,10-05-2019 15:11,
34.4,10-05-2019 15:12,
34.4,10-05-2019 15:18,
34.8,10-05-2019 18:09,
32.1,10-05-2019 21:07,
31,11-05-2019 00:06,
30.1,11-05-2019 03:05,
30.1,11-05-2019 03:07,
28.2,11-05-2019 06:03,
28.1,11-05-2019 09:02,
32.3,11-05-2019 12:01,
32.3,11-05-2019 12:03,
35.1,11-05-2019 14:59,
35.1,11-05-2019 15:01,
35.8,11-05-2019 17:58,
33.3,11-05-2019 20:56,
31.3,11-05-2019 23:55,
31.3,11-05-2019 23:57,
31.3,12-05-2019 00:02,
30.5,12-05-2019 02:53,
29.3,12-05-2019 05:53,
29.3,12-05-2019 05:54,
29.3,12-05-2019 06:01,
28.9,12-05-2019 08:51,
32.2,12-05-2019 11:49,
35.1,12-05-2019 14:48,
35.9,12-05-2019 17:46,
33.7,12-05-2019 20:45,
33.7,12-05-2019 20:47,
31.5,12-05-2019 23:44,
30.3,13-05-2019 02:42,
29.3,13-05-2019 05:41,
29.3,13-05-2019 05:43,
29.9,13-05-2019 08:39,
32.5,13-05-2019 11:38,
35.7,13-05-2019 14:37,
35.7,13-05-2019 14:39,
36.4,13-05-2019 17:35,
36.4,13-05-2019 17:37,
36.4,13-05-2019 17:43,
34.5,13-05-2019 20:34,
34.5,13-05-2019 20:36,
32.4,13-05-2019 23:32,
32.4,13-05-2019 23:35,
32.4,13-05-2019 23:40,
30.5,14-05-2019 02:31,
30.5,14-05-2019 02:33,
29.3,14-05-2019 05:30,
29.3,14-05-2019 08:28,
31.9,14-05-2019 11:27,
31.9,14-05-2019 11:29,
35.7,14-05-2019 14:25,
36.8,14-05-2019 17:24,
36.8,14-05-2019 17:26,
34.4,14-05-2019 20:23,
34.4,14-05-2019 20:25,
34.4,14-05-2019 20:30,
32.4,14-05-2019 23:21,
31.1,15-05-2019 02:20,
31.1,15-05-2019 02:22,
29.5,15-05-2019 05:18,
29.4,15-05-2019 08:17,
32.3,15-05-2019 11:29,
32.3,15-05-2019 11:34,
35.9,15-05-2019 14:14,
35.9,15-05-2019 14:16,
35.9,15-05-2019 14:21,
36.9,15-05-2019 17:13,
36.9,15-05-2019 17:15,
36.9,15-05-2019 17:20,
35.5,15-05-2019 20:11,
33,15-05-2019 23:10,
33,15-05-2019 23:12,
31.5,16-05-2019 02:09,
31.5,16-05-2019 02:11,
31.5,16-05-2019 02:16,
30,16-05-2019 05:07,
30,16-05-2019 05:09,
29.9,16-05-2019 08:06,
29.9,16-05-2019 08:08,
29.9,16-05-2019 08:13,
32.2,16-05-2019 11:04,
32.2,16-05-2019 11:06,
36.1,16-05-2019 14:03,
36.1,16-05-2019 14:05,
36.1,16-05-2019 14:10,
37.2,16-05-2019 17:02,
37.2,16-05-2019 17:04,
35.4,16-05-2019 20:00,
33.3,16-05-2019 22:59,
33.3,16-05-2019 23:01,
33.3,16-05-2019 23:06,
32.2,17-05-2019 01:57,
32.2,17-05-2019 01:59,
30.7,17-05-2019 04:56,
30.7,17-05-2019 04:58,
30.2,17-05-2019 07:54,
32.8,17-05-2019 10:53,
36,17-05-2019 13:52,
36,17-05-2019 13:54,
37.1,17-05-2019 16:50,
37.1,17-05-2019 16:53,
37.1,17-05-2019 16:58,
35.5,17-05-2019 19:49,
33.6,17-05-2019 22:47,
33.6,17-05-2019 22:50,
33.6,17-05-2019 22:55,
31.6,18-05-2019 01:46,
31,18-05-2019 04:45,
31,18-05-2019 04:47,
29.9,18-05-2019 07:43,
32,18-05-2019 10:42,
38.1,18-05-2019 13:41,
38.1,18-05-2019 13:43,
38.8,18-05-2019 16:39,
30.8,18-05-2019 22:36,
29.4,19-05-2019 01:35,
29.4,19-05-2019 01:37,
28.2,19-05-2019 04:34,
28.2,19-05-2019 04:36,
28.2,19-05-2019 04:41,
27.8,19-05-2019 07:32,
27.8,19-05-2019 07:35,
27.8,19-05-2019 07:41,
31,19-05-2019 10:31,
37.8,19-05-2019 13:29,
39.1,19-05-2019 16:28,
39.1,19-05-2019 16:30,
39.1,19-05-2019 16:36,
36.9,19-05-2019 19:27,
33.8,19-05-2019 22:25,
32.2,20-05-2019 01:24,
31.3,20-05-2019 04:22,
30.2,20-05-2019 07:21,
33.6,20-05-2019 10:20,
33.6,20-05-2019 10:22,
39.1,20-05-2019 13:18,
39.1,20-05-2019 13:21,
40.5,20-05-2019 16:17,
39.1,20-05-2019 19:16,
35.8,20-05-2019 22:14,
33.1,21-05-2019 01:13,
31.7,21-05-2019 04:11,
31.7,21-05-2019 04:13,
31.7,21-05-2019 04:19,
30.8,21-05-2019 07:10,
30.8,21-05-2019 07:12,
30.8,21-05-2019 07:17,
33.7,21-05-2019 10:08,
33.7,21-05-2019 10:11,
40.1,21-05-2019 13:07,
41.7,21-05-2019 16:06,
41.7,21-05-2019 16:13,
40.3,21-05-2019 19:04,
40.3,21-05-2019 19:07,
40.3,21-05-2019 19:12,
36.7,21-05-2019 22:03,
36.7,21-05-2019 22:05,
36.7,21-05-2019 22:10,
34.6,22-05-2019 01:01,
33.3,22-05-2019 04:00,
31.9,22-05-2019 06:59,
34.3,22-05-2019 09:58,
34.3,22-05-2019 10:00,
34.3,22-05-2019 10:05,
41.8,22-05-2019 15:55,
41.1,22-05-2019 18:53,
37.7,22-05-2019 21:52,
35.7,23-05-2019 00:50,
33.8,23-05-2019 03:49,
32.9,23-05-2019 06:47,
32.9,23-05-2019 06:50,
32.9,23-05-2019 06:55,
34.9,23-05-2019 09:46,
34.9,23-05-2019 09:48,
36.4,23-05-2019 12:45,
36.4,23-05-2019 12:47,
36.4,23-05-2019 12:52,
35.1,23-05-2019 15:43,
33.1,23-05-2019 18:42,
30.7,23-05-2019 21:40,
29,24-05-2019 00:39,
28.7,24-05-2019 03:38,
27.6,24-05-2019 06:36,
27.6,24-05-2019 06:38,
27.6,24-05-2019 06:43,
29.2,24-05-2019 09:35,
29.2,24-05-2019 09:37,
29.2,24-05-2019 09:42,
32.8,24-05-2019 12:33,
32.8,24-05-2019 12:36,
32.8,24-05-2019 12:41,
33.9,24-05-2019 15:32,
35.1,24-05-2019 18:31,
34.2,24-05-2019 21:29,
34.2,24-05-2019 21:31,
34.2,24-05-2019 21:37,
34,25-05-2019 00:28,
32.5,25-05-2019 03:26,
32.5,25-05-2019 03:29,
32.5,25-05-2019 03:34,
31.5,25-05-2019 06:25,
31.5,25-05-2019 06:27,
31.5,25-05-2019 06:32,
30.8,25-05-2019 09:24,
30.8,25-05-2019 09:26,
33,25-05-2019 12:22,
33,25-05-2019 12:24,
34.4,25-05-2019 15:21,
34.4,25-05-2019 15:23,
35.2,25-05-2019 18:20,
35.2,25-05-2019 18:22,
35.2,25-05-2019 18:27,
34.4,25-05-2019 21:19,
34.4,25-05-2019 21:21,
33.6,26-05-2019 00:17,
32.4,26-05-2019 03:16,
31.5,26-05-2019 06:15,
31.5,26-05-2019 06:16,
31.5,26-05-2019 06:22,
31.6,26-05-2019 09:13,
31.6,26-05-2019 09:15,
31.6,26-05-2019 09:20,
32.6,26-05-2019 12:11,
34.1,26-05-2019 15:10,
34.1,26-05-2019 15:12,
35.6,26-05-2019 18:09,
35.2,26-05-2019 21:07,
33.6,27-05-2019 00:06,
33,27-05-2019 03:04,
31.9,27-05-2019 06:03,
31.3,27-05-2019 09:02,
32.7,27-05-2019 12:00,
35.7,27-05-2019 14:59,
35.7,27-05-2019 15:01,
36.6,27-05-2019 17:58,
35.5,27-05-2019 20:56,
35.5,27-05-2019 20:58,
35.5,27-05-2019 21:04,
35.1,27-05-2019 23:55,
35.1,27-05-2019 23:57,
35.1,28-05-2019 00:02,
33.8,28-05-2019 02:53,
32.7,28-05-2019 05:52,
31.2,28-05-2019 08:50,
33.1,28-05-2019 11:49,
33.1,28-05-2019 11:52,
33.1,28-05-2019 11:57,
36,28-05-2019 14:48,
36.6,28-05-2019 17:46,
35.4,28-05-2019 20:45,
35.4,28-05-2019 20:47,
34.6,28-05-2019 23:43,
34,29-05-2019 02:42,
34,29-05-2019 02:44,
34,29-05-2019 02:49,
32.6,29-05-2019 05:41,
32.6,29-05-2019 05:43,
32.6,29-05-2019 05:48,
31.4,29-05-2019 08:39,
33,29-05-2019 11:38,
33,29-05-2019 11:45,
36.1,29-05-2019 14:36,
37.2,29-05-2019 17:35,
37.2,29-05-2019 17:37,
35.8,29-05-2019 20:34,
35.1,29-05-2019 23:32,
34.3,30-05-2019 02:31,
33.3,30-05-2019 05:29,
33.3,30-05-2019 05:32,
33.3,30-05-2019 05:37,
31.6,30-05-2019 08:28,
31.6,30-05-2019 08:30,
31.6,30-05-2019 08:35,
33.3,30-05-2019 11:27,
33.3,30-05-2019 11:29,
33.3,30-05-2019 11:34,
36,30-05-2019 14:25,
38.2,30-05-2019 17:24,
38.2,30-05-2019 17:26,
35.8,30-05-2019 20:22,
35.1,30-05-2019 23:21,
35.1,31-05-2019 02:20,
35.1,31-05-2019 02:22,
35.1,31-05-2019 02:27,
33.4,31-05-2019 05:18,
32.7,31-05-2019 08:17,
33.3,31-05-2019 11:15,
33.3,31-05-2019 11:18,
33.3,31-05-2019 11:23,
36.3,31-05-2019 14:14,
37.2,31-05-2019 17:13,
37.2,31-05-2019 17:15,
37.2,31-05-2019 17:20,
36.1,31-05-2019 20:11,
35.5,31-05-2019 23:10,
35.5,31-05-2019 23:12,
35.5,31-05-2019 23:17,
33.5,01-06-2019 05:07,
32.5,01-06-2019 08:06,
32.5,01-06-2019 08:08,
32.5,01-06-2019 08:14,
33.4,01-06-2019 11:04,
36,01-06-2019 14:03,
36,01-06-2019 14:05,
36,01-06-2019 14:10,
38.5,01-06-2019 17:01,
38.5,01-06-2019 17:04,
38.5,01-06-2019 17:09,
36.8,01-06-2019 20:00,
36.8,01-06-2019 20:02,
36.3,01-06-2019 22:58,
35.3,02-06-2019 01:57,
35.3,02-06-2019 01:59,
34.5,02-06-2019 04:56,
34.5,02-06-2019 04:58,
34.5,02-06-2019 05:03,
33,02-06-2019 07:55,
33,02-06-2019 07:57,
33,02-06-2019 08:03,
33,02-06-2019 08:03,
33.5,02-06-2019 10:53,
35.2,02-06-2019 13:52,
35.2,02-06-2019 13:54,
35.2,02-06-2019 13:59,
36.6,02-06-2019 16:50,
36.6,02-06-2019 16:52,
36.4,02-06-2019 19:49,
36.4,02-06-2019 19:51,
36.4,02-06-2019 19:56,
35.7,02-06-2019 22:47,
34.9,03-06-2019 01:46,
34.9,03-06-2019 01:48,
34,03-06-2019 04:45,
34,03-06-2019 04:47,
32.4,03-06-2019 07:43,
32.9,03-06-2019 10:42,
32.9,03-06-2019 10:44,
32.9,03-06-2019 10:49,
35.7,03-06-2019 13:40,
35.7,03-06-2019 13:43,
35.7,03-06-2019 13:48,
37.5,03-06-2019 16:39,
37.5,03-06-2019 16:41,
36.5,03-06-2019 19:38,
36.5,03-06-2019 19:40,
36.5,03-06-2019 19:45,
36.4,03-06-2019 22:36,
36.4,03-06-2019 22:38,
35,04-06-2019 01:35,
35,04-06-2019 01:37,
35,04-06-2019 01:42,
34,04-06-2019 04:33,
34,04-06-2019 04:36,
34,04-06-2019 04:41,
32,04-06-2019 07:32,
32,04-06-2019 07:34,
32,04-06-2019 07:39,
32.5,04-06-2019 10:31,
32.5,04-06-2019 10:33,
33.9,04-06-2019 13:29,
33.9,04-06-2019 13:31,
33.9,04-06-2019 13:37,
37.6,04-06-2019 16:28,
37.6,04-06-2019 16:30,
37.6,04-06-2019 16:35,
36.6,04-06-2019 19:26,
36.6,04-06-2019 19:28,
35.5,04-06-2019 22:25,
35.5,04-06-2019 22:27,
35.5,04-06-2019 22:32,
35.2,05-06-2019 01:23,
33.8,05-06-2019 04:22,
33.8,05-06-2019 04:24,
33.8,05-06-2019 04:29,
32,05-06-2019 07:21,
32.3,05-06-2019 10:21,
32.3,05-06-2019 10:27,
34,05-06-2019 13:18,
34,05-06-2019 13:20,
34,05-06-2019 13:25,
35.5,05-06-2019 16:16,
35.5,05-06-2019 16:19,
36.1,05-06-2019 19:15,
36.1,05-06-2019 19:17,
36.1,05-06-2019 19:22,
35.2,05-06-2019 22:14,
35.2,05-06-2019 22:16,
35.2,05-06-2019 22:21,
34.6,06-06-2019 01:12,
34.6,06-06-2019 01:15,
34.6,06-06-2019 01:20,
33.6,06-06-2019 04:11,
33.6,06-06-2019 04:13,
32.2,06-06-2019 07:09,
31.9,06-06-2019 10:08,
31.9,06-06-2019 10:10,
31.9,06-06-2019 10:15,
34.5,06-06-2019 13:07,
34.5,06-06-2019 13:09,
37.8,06-06-2019 16:05,
37.8,06-06-2019 16:07,
37.6,06-06-2019 19:04,
36.1,06-06-2019 22:02,
35.4,07-06-2019 01:01,
35.4,07-06-2019 01:03,
35.4,07-06-2019 01:09,
34.1,07-06-2019 04:00,
34.1,07-06-2019 04:02,
33.1,07-06-2019 06:58,
33,07-06-2019 09:57,
33,07-06-2019 09:59,
33,07-06-2019 10:04,
35,07-06-2019 12:55,
38.7,07-06-2019 15:54,
38.7,07-06-2019 15:56,
38.7,07-06-2019 16:02,
37.5,07-06-2019 18:53,
36.3,07-06-2019 21:51,
35.1,08-06-2019 00:50,
35.1,08-06-2019 00:52,
35.1,08-06-2019 00:57,
34,08-06-2019 03:48,
34,08-06-2019 03:51,
34,08-06-2019 03:56,
32.4,08-06-2019 06:47,
32.4,08-06-2019 06:49,
32.4,08-06-2019 06:54,
32.4,08-06-2019 09:46,
32.4,08-06-2019 09:48,
34,08-06-2019 12:44,
34,08-06-2019 12:46,
35.8,08-06-2019 15:43,
37,08-06-2019 18:41,
37,08-06-2019 18:43,
35.5,08-06-2019 21:41,
35.5,08-06-2019 21:43,
35,09-06-2019 00:39,
35,09-06-2019 00:42,
35,09-06-2019 00:47,
33.6,09-06-2019 03:38,
33.6,09-06-2019 03:40,
33.6,09-06-2019 03:45,
32,09-06-2019 06:37,
32,09-06-2019 06:39,
32,09-06-2019 06:44,
32.8,09-06-2019 09:35,
33.8,09-06-2019 12:34,
33.8,09-06-2019 12:36,
35.6,09-06-2019 15:32,
36.5,09-06-2019 18:31,
36.5,09-06-2019 18:33,
36.5,09-06-2019 18:38,
35.6,10-06-2019 00:29,
34.1,10-06-2019 03:27,
34.1,10-06-2019 06:26,
32,10-06-2019 09:24,
32,10-06-2019 09:27,
32,10-06-2019 09:32,
34.5,10-06-2019 12:23,
38.3,10-06-2019 15:22,
37.3,10-06-2019 18:20,
37.3,10-06-2019 18:22,
37.3,10-06-2019 18:27,
36.7,10-06-2019 21:19,
35.8,11-06-2019 00:17,
35.8,11-06-2019 00:20,
35.8,11-06-2019 00:25,
34.4,11-06-2019 03:16,
33.6,11-06-2019 06:15,
33.6,11-06-2019 06:17,
33.6,11-06-2019 06:22,
31.7,11-06-2019 09:13,
33.3,11-06-2019 12:43,
33.3,11-06-2019 12:45,
33.3,11-06-2019 12:50,
35.4,11-06-2019 15:17,
35.4,11-06-2019 15:18,
35.4,11-06-2019 15:23,
36.1,11-06-2019 18:11,
36.1,11-06-2019 18:13,
36.1,11-06-2019 18:18,
35.2,11-06-2019 21:27,
35.2,11-06-2019 21:29,
34.7,12-06-2019 00:06,
34.7,12-06-2019 00:08,
34.7,12-06-2019 00:14,
33.5,12-06-2019 03:05,
33.5,12-06-2019 03:07,
33.5,12-06-2019 03:12,
32.7,12-06-2019 06:34,
32.7,12-06-2019 06:36,
32.7,12-06-2019 06:41,
32.4,12-06-2019 09:20,
32.4,12-06-2019 09:22,
32.4,12-06-2019 09:27,
34.3,12-06-2019 12:55,
34.3,12-06-2019 12:57,
36.5,12-06-2019 15:14,
36.5,12-06-2019 15:16,
37.4,12-06-2019 19:22,
37.4,12-06-2019 19:24,
37.4,12-06-2019 19:29,
35.3,12-06-2019 20:56,
35.3,12-06-2019 20:59,
35.3,12-06-2019 21:04,
32.9,12-06-2019 23:55,
32.9,12-06-2019 23:57,
32.9,13-06-2019 00:02,
31.5,13-06-2019 02:54,
31.5,13-06-2019 02:56,
