DATA:,NODE #93

FROM:,2019-02-14 09:49:36
TO:,2019-09-10 09:49:36

SENSOR:,Soil moisture,%
VALUE, TIMESTAMP
121.5,2019-06-19 14:32:36
120.5,2019-06-19 17:29:05
120.5,2019-06-19 17:31:13
120.5,2019-06-19 17:36:19
135.9,2019-06-19 20:27:39
135.9,2019-06-19 20:29:48
192,2019-06-19 23:26:20
192,2019-06-19 23:28:26
192,2019-06-19 23:33:37
195.1,2019-06-20 02:24:54
195.1,2019-06-20 02:27:00
195.1,2019-06-20 02:32:06
211,2019-06-20 05:23:22
211.7,2019-06-20 08:41:54

SENSOR:,Ambient humidity,%RH
VALUE, TIMESTAMP
47,2019-02-14 18:43:08
57,2019-02-14 21:41:43
63,2019-02-15 00:40:21
68,2019-02-15 03:38:55
73,2019-02-15 06:37:30
70,2019-02-15 09:36:10
52,2019-02-15 12:34:44
44,2019-02-15 15:33:17
44,2019-02-15 18:31:53
49,2019-02-15 21:30:36
57,2019-02-16 00:29:05
60,2019-02-16 03:27:40
59,2019-02-16 06:26:15
58,2019-02-16 09:24:51
46,2019-02-16 12:23:31
40,2019-02-16 15:22:10
41,2019-02-16 18:20:45
45,2019-02-16 21:19:18
50,2019-02-17 00:17:50
56,2019-02-17 03:16:28
60,2019-02-17 06:15:11
60,2019-02-17 06:17:11
46,2019-02-17 12:12:13
61,2019-02-17 12:23:42
40,2019-02-17 15:10:49
39,2019-02-17 18:09:29
44,2019-02-17 21:08:07
51,2019-02-18 00:06:40
57,2019-02-18 03:05:21
57,2019-02-18 03:07:21
58,2019-02-18 06:03:47
58,2019-02-18 09:02:24
60,2019-02-18 12:00:58
55,2019-02-18 14:59:34
51,2019-02-18 17:58:10
57,2019-02-18 20:56:46
64,2019-02-18 23:55:25
70,2019-02-19 02:54:41
75,2019-02-19 05:52:40
75,2019-02-19 08:51:14
63,2019-02-19 11:49:45
56,2019-02-19 14:48:22
54,2019-02-19 17:47:01
63,2019-02-19 20:45:32
71,2019-02-19 23:44:08
78,2019-02-20 02:42:48
80,2019-02-20 05:41:20
81,2019-02-20 08:39:55
63,2019-02-20 11:38:34
51,2019-02-20 14:37:11
46,2019-02-20 17:35:43
54,2019-02-20 20:34:22
62,2019-02-20 23:32:53
69,2019-02-21 02:31:32
75,2019-02-21 05:30:13
75,2019-02-21 05:32:14
76,2019-02-21 08:28:41
66,2019-02-21 11:27:16
53,2019-02-21 14:26:13
57,2019-02-21 17:24:27
65,2019-02-21 20:23:03
74,2019-02-21 23:21:39
80,2019-02-22 02:20:14
83,2019-02-22 05:18:51
83,2019-02-22 08:17:25
69,2019-02-22 11:16:02
58,2019-02-22 14:14:38
52,2019-02-22 17:13:12
55,2019-02-22 20:11:49
59,2019-02-22 23:10:23
59,2019-02-23 02:08:59
58,2019-02-23 05:07:39
56,2019-02-23 08:06:10
52,2019-02-23 11:04:46
47,2019-02-23 14:03:21
42,2019-02-23 17:01:57
46,2019-02-23 20:00:33
54,2019-02-23 22:59:15
59,2019-02-24 01:57:51
63,2019-02-24 04:56:25
69,2019-02-24 07:54:55
56,2019-02-24 10:53:30
45,2019-02-24 13:52:07
41,2019-02-24 16:50:50
44,2019-02-24 19:49:17
52,2019-02-24 22:47:57
59,2019-02-25 01:46:29
64,2019-02-25 04:45:18
64,2019-02-25 04:47:17
69,2019-02-25 07:43:41
58,2019-02-25 10:42:27
58,2019-02-25 10:44:25
45,2019-02-25 13:40:52
41,2019-02-25 16:39:34
44,2019-02-25 19:38:02
52,2019-02-25 22:36:39
58,2019-02-26 01:35:16
66,2019-02-26 04:33:50
73,2019-02-26 07:32:30
62,2019-02-26 10:31:00
52,2019-02-26 13:29:40
50,2019-02-26 16:28:12
56,2019-02-26 19:26:48
64,2019-02-26 22:25:24
71,2019-02-27 01:24:00
76,2019-02-27 04:22:35
80,2019-02-27 07:21:10
64,2019-02-27 10:19:47
56,2019-02-27 13:18:29
47,2019-02-27 16:16:57
48,2019-02-27 19:15:33
53,2019-02-27 22:14:08
58,2019-02-28 01:12:44
59,2019-02-28 04:11:20
62,2019-02-28 07:09:56
56,2019-02-28 10:08:31
45,2019-02-28 13:07:06
41,2019-02-28 16:05:48
39,2019-02-28 19:04:39
39,2019-02-28 19:06:43
43,2019-02-28 22:02:57
47,2019-03-01 01:01:29
53,2019-03-01 04:00:15
53,2019-03-01 04:02:16
59,2019-03-01 06:58:41
53,2019-03-01 09:57:23
43,2019-03-01 12:55:53
39,2019-03-01 15:54:35
40,2019-03-01 18:53:05
45,2019-03-01 21:51:40
52,2019-03-02 00:50:22
59,2019-03-02 03:48:59
60,2019-03-02 06:47:29
54,2019-03-02 09:46:16
54,2019-03-02 09:48:15
46,2019-03-02 12:44:49
46,2019-03-02 12:46:49
41,2019-03-02 15:43:16
44,2019-03-02 18:41:52
51,2019-03-02 21:40:28
54,2019-03-03 00:39:03
62,2019-03-03 03:37:39
70,2019-03-03 06:36:26
70,2019-03-03 06:38:34
70,2019-03-03 06:43:33
70,2019-03-03 09:34:51
59,2019-03-03 12:33:30
50,2019-03-03 15:32:05
50,2019-03-03 18:30:38
56,2019-03-03 21:29:21
62,2019-03-04 00:27:49
67,2019-03-04 03:26:25
55,2019-03-04 12:22:21
55,2019-03-04 12:24:26
50,2019-03-04 15:20:52
48,2019-03-04 18:19:26
53,2019-03-04 21:18:04
61,2019-03-05 00:16:46
61,2019-03-05 00:18:50
67,2019-03-05 03:15:15
71,2019-03-05 06:13:52
66,2019-03-05 09:12:26
52,2019-03-05 12:11:03
45,2019-03-05 15:09:39
43,2019-03-05 18:08:13
47,2019-03-05 21:06:49
53,2019-03-06 00:05:29
60,2019-03-06 03:04:02
65,2019-03-06 06:02:39
63,2019-03-06 09:01:13
49,2019-03-06 11:59:50
43,2019-03-06 14:58:24
42,2019-03-06 17:57:00
47,2019-03-06 20:55:39
54,2019-03-06 23:54:12
61,2019-03-07 02:52:49
67,2019-03-07 05:51:24
66,2019-03-07 08:49:59
50,2019-03-07 11:48:41
50,2019-03-07 11:50:45
42,2019-03-07 14:47:17
42,2019-03-07 14:49:21
41,2019-03-07 17:45:51
46,2019-03-07 20:44:23
53,2019-03-07 23:42:59
60,2019-03-08 02:41:36
64,2019-03-08 05:40:17
64,2019-03-08 05:42:20
65,2019-03-08 08:38:45
54,2019-03-08 11:37:28
54,2019-03-08 11:39:33
44,2019-03-08 14:36:00
40,2019-03-08 17:34:35
47,2019-03-08 20:33:10
54,2019-03-08 23:31:49
58,2019-03-09 02:30:23
62,2019-03-09 05:29:01
60,2019-03-09 08:27:40
60,2019-03-09 08:29:42
52,2019-03-09 11:26:08
44,2019-03-09 14:24:47
37,2019-03-09 17:23:20
42,2019-03-09 20:21:56
47,2019-03-09 23:20:32
51,2019-03-10 02:19:08
52,2019-03-10 05:17:46
56,2019-03-10 08:16:29
56,2019-03-10 08:18:33
45,2019-03-10 11:14:59
38,2019-03-10 14:13:31
37,2019-03-10 17:12:10
40,2019-03-10 20:10:43
46,2019-03-10 23:09:21
49,2019-03-11 02:07:55
55,2019-03-11 05:06:31
62,2019-03-11 08:05:16
62,2019-03-11 08:07:26
62,2019-03-11 08:12:28
51,2019-03-11 11:03:43
43,2019-03-11 14:02:26
38,2019-03-11 17:00:59
38,2019-03-11 17:03:04
40,2019-03-11 19:59:30
47,2019-03-11 22:58:06
53,2019-03-12 01:56:41
58,2019-03-12 04:55:19
61,2019-03-12 07:53:59
61,2019-03-12 07:56:07
61,2019-03-12 08:01:12
49,2019-03-12 10:52:29
42,2019-03-12 13:51:04
37,2019-03-12 16:49:43
39,2019-03-12 19:48:16
44,2019-03-12 22:46:54
47,2019-03-13 01:45:33
47,2019-03-13 01:47:38
45,2019-03-13 04:44:03
46,2019-03-13 07:42:43
46,2019-03-13 07:44:50
46,2019-03-13 10:41:14
40,2019-03-13 13:39:53
36,2019-03-13 16:38:27
39,2019-03-13 19:37:00
45,2019-03-13 22:35:38
50,2019-03-14 01:34:12
55,2019-03-14 04:32:47
59,2019-03-14 07:31:25
50,2019-03-14 10:30:03
43,2019-03-14 13:28:37
38,2019-03-14 16:27:14
39,2019-03-14 19:25:47
44,2019-03-14 22:24:30
44,2019-03-14 22:26:39
44,2019-03-14 22:31:52
50,2019-03-15 01:22:57
54,2019-03-15 04:21:33
56,2019-03-15 07:20:10
50,2019-03-15 10:18:50
50,2019-03-15 10:20:54
41,2019-03-15 13:17:20
38,2019-03-15 16:15:57
38,2019-03-15 19:14:34
41,2019-03-15 22:13:13
44,2019-03-16 01:11:45
43,2019-03-16 04:10:21
42,2019-03-16 07:08:56
33,2019-03-16 10:07:35
33,2019-03-16 10:09:40
36,2019-03-16 13:06:07
34,2019-03-16 16:04:47
36,2019-03-16 19:03:23
41,2019-03-16 22:01:54
46,2019-03-17 01:00:32
48,2019-03-17 03:59:12
48,2019-03-17 04:01:17
44,2019-03-17 06:58:03
44,2019-03-17 07:00:14
44,2019-03-17 07:05:09
34,2019-03-17 09:56:17
35,2019-03-17 12:54:54
32,2019-03-17 15:53:29
32,2019-03-17 18:52:10
32,2019-03-17 18:54:19
32,2019-03-17 18:59:29
35,2019-03-17 21:50:40
40,2019-03-18 00:49:20
44,2019-03-18 03:47:52
47,2019-03-18 06:46:28
41,2019-03-18 09:45:06
34,2019-03-18 12:43:44
30,2019-03-18 15:42:29
30,2019-03-18 15:44:42
30,2019-03-18 15:49:50
31,2019-03-18 18:40:49
34,2019-03-18 21:39:27
41,2019-03-19 00:38:02
48,2019-03-19 04:41:01
54,2019-03-19 06:35:21
54,2019-03-19 06:37:21
45,2019-03-19 09:33:49
33,2019-03-28 11:53:30
33,2019-03-28 11:58:38
33,2019-03-28 12:00:42
32,2019-03-28 12:01:48
28,2019-03-28 15:00:31
28,2019-03-28 15:02:33
26,2019-03-28 17:59:05
26,2019-03-28 18:01:17
26,2019-03-28 18:06:24
32,2019-03-28 20:57:36
41,2019-03-28 23:56:11
48,2019-03-29 02:56:51
51,2019-03-29 05:53:22
47,2019-03-29 08:51:59
33,2019-03-29 11:50:38
33,2019-03-29 11:52:43
27,2019-03-29 14:49:12
26,2019-03-29 17:47:47
32,2019-03-29 20:46:22
40,2019-03-29 23:44:53
47,2019-03-30 02:43:40
47,2019-03-30 02:45:40
53,2019-03-30 05:42:03
50,2019-03-30 08:40:48
36,2019-03-30 11:39:16
30,2019-03-30 14:38:00
27,2019-03-30 17:36:34
27,2019-03-30 17:38:46
27,2019-03-30 17:43:51
33,2019-03-30 20:35:09
33,2019-03-30 20:37:12
43,2019-03-30 23:33:39
47,2019-03-31 02:32:15
53,2019-03-31 05:30:57
53,2019-03-31 05:33:01
51,2019-03-31 08:29:40
51,2019-03-31 08:31:46
51,2019-03-31 08:37:17
35,2019-03-31 11:28:02
26,2019-03-31 14:26:39
24,2019-03-31 17:25:15
27,2019-03-31 20:23:50
33,2019-03-31 23:22:24
37,2019-04-01 02:21:03
41,2019-04-01 05:19:41
41,2019-04-01 05:21:45
45,2019-04-01 08:18:11
31,2019-04-01 11:16:47
24,2019-04-01 14:15:31
24,2019-04-01 14:17:37
22,2019-04-01 17:14:00
24,2019-04-01 20:12:36
31,2019-04-01 23:11:12
37,2019-04-02 02:09:48
40,2019-04-02 05:08:30
40,2019-04-02 05:10:37
42,2019-04-02 08:06:59
29,2019-04-02 11:05:44
29,2019-04-02 11:07:51
23,2019-04-02 14:04:12
21,2019-04-10 02:49:50
50,2019-04-10 05:48:26
48,2019-04-10 08:47:01
36,2019-04-10 11:45:36
30,2019-04-10 14:44:18
27,2019-04-10 17:42:49
32,2019-04-10 20:41:25
32,2019-04-10 23:39:59
40,2019-04-11 02:38:35
47,2019-04-11 05:37:10
46,2019-04-11 08:35:49
34,2019-04-11 11:34:31
34,2019-04-11 11:36:36
28,2019-04-11 14:32:57
25,2019-04-11 17:31:40
25,2019-04-11 17:33:47
29,2019-04-11 20:30:22
29,2019-04-11 20:32:18
36,2019-04-11 23:28:46
41,2019-04-12 02:27:20
44,2019-04-12 05:25:59
44,2019-04-12 05:28:04
43,2019-04-12 08:24:33
32,2019-04-12 11:23:05
25,2019-04-12 14:21:45
30,2019-05-03 11:42:52
30,2019-05-03 11:44:55
30,2019-05-03 11:46:21
26,2019-05-03 14:45:01
26,2019-05-03 14:47:15
26,2019-05-03 14:52:29
88,2019-06-19 08:33:16
88,2019-06-19 08:35:41
88,2019-06-19 08:40:44
79,2019-06-19 11:31:58
79,2019-06-19 11:34:00
79,2019-06-19 11:39:08
68,2019-06-19 14:30:34
68,2019-06-19 14:32:36
65,2019-06-19 17:29:05
65,2019-06-19 17:31:13
65,2019-06-19 17:36:19
72,2019-06-19 20:27:39
72,2019-06-19 20:29:48
79,2019-06-19 23:26:20
79,2019-06-19 23:28:26
79,2019-06-19 23:33:37
82,2019-06-20 02:24:54
82,2019-06-20 02:27:00
82,2019-06-20 02:32:06
86,2019-06-20 05:23:22
86,2019-06-20 08:41:54

SENSOR:,Ambient temperature,Deg Centigrade
VALUE, TIMESTAMP
16,2019-02-14 18:43:08
11,2019-02-14 21:41:43
8,2019-02-15 00:40:21
8,2019-02-15 03:38:55
6,2019-02-15 06:37:30
25,2019-02-15 09:36:10
31,2019-02-15 12:34:44
28,2019-02-15 15:33:17
16,2019-02-15 18:31:53
8,2019-02-15 21:30:36
5,2019-02-16 00:29:05
13,2019-02-16 03:27:40
13,2019-02-16 06:26:15
23,2019-02-16 09:24:51
29,2019-02-16 12:23:31
29,2019-02-16 15:22:10
18,2019-02-16 18:20:45
8,2019-02-16 21:19:18
6,2019-02-17 00:17:50
4,2019-02-17 03:16:28
4,2019-02-17 06:15:11
4,2019-02-17 06:17:11
32,2019-02-17 12:12:13
21,2019-02-17 12:23:42
30,2019-02-17 15:10:49
22,2019-02-17 18:09:29
11,2019-02-17 21:08:07
13,2019-02-18 00:06:40
11,2019-02-18 03:05:21
11,2019-02-18 03:07:21
13,2019-02-18 06:03:47
16,2019-02-18 09:02:24
22,2019-02-18 12:00:58
27,2019-02-18 14:59:34
24,2019-02-18 17:58:10
12,2019-02-18 20:56:46
12,2019-02-18 23:55:25
9,2019-02-19 02:54:41
9,2019-02-19 05:52:40
23,2019-02-19 08:51:14
29,2019-02-19 11:49:45
30,2019-02-19 14:48:22
25,2019-02-19 17:47:01
18,2019-02-19 20:45:32
13,2019-02-19 23:44:08
13,2019-02-20 02:42:48
11,2019-02-20 05:41:20
20,2019-02-20 08:39:55
32,2019-02-20 11:38:34
34,2019-02-20 14:37:11
28,2019-02-20 17:35:43
16,2019-02-20 20:34:22
14,2019-02-20 23:32:53
12,2019-02-21 02:31:32
11,2019-02-21 05:30:13
11,2019-02-21 05:32:14
21,2019-02-21 08:28:41
29,2019-02-21 11:27:16
28,2019-02-21 14:26:13
26,2019-02-21 17:24:27
16,2019-02-21 20:23:03
14,2019-02-21 23:21:39
14,2019-02-22 02:20:14
14,2019-02-22 05:18:51
17,2019-02-22 08:17:25
29,2019-02-22 11:16:02
30,2019-02-22 14:14:38
27,2019-02-22 17:13:12
15,2019-02-22 20:11:49
14,2019-02-22 23:10:23
15,2019-02-23 02:08:59
15,2019-02-23 05:07:39
16,2019-02-23 08:06:10
27,2019-02-23 11:04:46
29,2019-02-23 14:03:21
27,2019-02-23 17:01:57
16,2019-02-23 20:00:33
13,2019-02-23 22:59:16
10,2019-02-24 01:57:51
11,2019-02-24 04:56:25
13,2019-02-24 07:54:55
30,2019-02-24 10:53:30
30,2019-02-24 13:52:07
28,2019-02-24 16:50:50
13,2019-02-24 19:49:17
9,2019-02-24 22:47:57
7,2019-02-25 01:46:29
6,2019-02-25 04:45:18
6,2019-02-25 04:47:17
6,2019-02-25 07:43:41
27,2019-02-25 10:42:27
27,2019-02-25 10:44:25
31,2019-02-25 13:40:52
29,2019-02-25 16:39:34
14,2019-02-25 19:38:02
11,2019-02-25 22:36:39
14,2019-02-26 01:35:16
11,2019-02-26 04:33:50
12,2019-02-26 07:32:30
27,2019-02-26 10:31:00
28,2019-02-26 13:29:40
22,2019-02-26 16:28:12
16,2019-02-26 19:26:48
12,2019-02-26 22:25:24
11,2019-02-27 01:24:00
11,2019-02-27 04:22:35
9,2019-02-27 07:21:10
26,2019-02-27 10:19:47
28,2019-02-27 13:18:29
26,2019-02-27 16:16:57
15,2019-02-27 19:15:33
8,2019-02-27 22:14:08
8,2019-02-28 01:12:44
5,2019-02-28 04:11:20
4,2019-02-28 07:09:56
25,2019-02-28 10:08:31
30,2019-02-28 13:07:06
29,2019-02-28 16:05:48
14,2019-02-28 19:04:39
14,2019-02-28 19:06:43
8,2019-02-28 22:02:57
6,2019-03-01 01:01:29
4,2019-03-01 04:00:15
4,2019-03-01 04:02:16
5,2019-03-01 06:58:41
24,2019-03-01 09:57:23
30,2019-03-01 12:55:53
31,2019-03-01 15:54:35
16,2019-03-01 18:53:05
12,2019-03-01 21:51:40
11,2019-03-02 00:50:22
9,2019-03-02 03:48:59
16,2019-03-02 06:47:29
24,2019-03-02 09:46:16
24,2019-03-02 09:48:15
27,2019-03-02 12:44:49
27,2019-03-02 12:46:49
32,2019-03-02 15:43:16
21,2019-03-02 18:41:52
19,2019-03-02 21:40:28
16,2019-03-03 00:39:03
14,2019-03-03 03:37:39
16,2019-03-03 06:36:26
16,2019-03-03 06:38:34
16,2019-03-03 06:43:33
25,2019-03-03 09:34:51
29,2019-03-03 12:33:30
30,2019-03-03 15:32:05
21,2019-03-03 18:30:38
13,2019-03-03 21:29:21
14,2019-03-04 00:27:49
13,2019-03-04 03:26:25
28,2019-03-04 12:22:21
28,2019-03-04 12:24:26
28,2019-03-04 15:20:52
22,2019-03-04 18:19:26
11,2019-03-04 21:18:04
8,2019-03-05 00:16:46
8,2019-03-05 00:18:50
8,2019-03-05 03:15:15
7,2019-03-05 06:13:52
26,2019-03-05 09:12:26
30,2019-03-05 12:11:03
30,2019-03-05 15:09:39
24,2019-03-05 18:08:13
11,2019-03-05 21:06:49
8,2019-03-06 00:05:29
8,2019-03-06 03:04:02
6,2019-03-06 06:02:39
24,2019-03-06 09:01:14
31,2019-03-06 11:59:51
31,2019-03-06 14:58:24
26,2019-03-06 17:57:00
13,2019-03-06 20:55:39
10,2019-03-06 23:54:12
9,2019-03-07 02:52:49
8,2019-03-07 05:51:24
25,2019-03-07 08:49:59
32,2019-03-07 11:48:41
32,2019-03-07 11:50:45
32,2019-03-07 14:47:17
32,2019-03-07 14:49:21
26,2019-03-07 17:45:51
13,2019-03-07 20:44:23
12,2019-03-07 23:42:59
10,2019-03-08 02:41:36
11,2019-03-08 05:40:17
11,2019-03-08 05:42:20
25,2019-03-08 08:38:45
31,2019-03-08 11:37:28
31,2019-03-08 11:39:33
32,2019-03-08 14:36:00
28,2019-03-08 17:34:35
15,2019-03-08 20:33:10
14,2019-03-08 23:31:49
12,2019-03-09 02:30:23
15,2019-03-09 05:29:01
21,2019-03-09 08:27:40
21,2019-03-09 08:29:42
29,2019-03-09 11:26:08
32,2019-03-09 14:24:47
27,2019-03-09 17:23:20
15,2019-03-09 20:21:56
13,2019-03-09 23:20:32
13,2019-03-10 02:19:08
12,2019-03-10 05:17:46
23,2019-03-10 08:16:29
23,2019-03-10 08:18:33
31,2019-03-10 11:14:59
33,2019-03-10 14:13:31
30,2019-03-10 17:12:10
16,2019-03-10 20:10:43
19,2019-03-10 23:09:21
15,2019-03-11 02:07:55
11,2019-03-11 05:06:31
23,2019-03-11 08:05:16
23,2019-03-11 08:07:26
23,2019-03-11 08:12:28
28,2019-03-11 11:03:43
31,2019-03-11 14:02:26
28,2019-03-11 17:00:59
28,2019-03-11 17:03:04
13,2019-03-11 19:59:30
8,2019-03-11 22:58:06
8,2019-03-12 01:56:41
6,2019-03-12 04:55:19
17,2019-03-12 07:53:59
17,2019-03-12 07:56:07
17,2019-03-12 08:01:12
28,2019-03-12 10:52:29
32,2019-03-12 13:51:04
29,2019-03-12 16:49:43
16,2019-03-12 19:48:16
12,2019-03-12 22:46:54
18,2019-03-13 01:45:33
18,2019-03-13 01:47:38
19,2019-03-13 04:44:03
15,2019-03-13 07:42:43
15,2019-03-13 07:44:50
25,2019-03-13 10:41:14
30,2019-03-13 13:39:53
31,2019-03-13 16:38:27
16,2019-03-13 19:37:00
12,2019-03-13 22:35:38
9,2019-03-14 01:34:12
8,2019-03-14 04:32:47
12,2019-03-14 07:31:25
27,2019-03-14 10:30:03
31,2019-03-14 13:28:37
29,2019-03-14 16:27:14
16,2019-03-14 19:25:47
12,2019-03-14 22:24:30
12,2019-03-14 22:26:39
12,2019-03-14 22:31:52
10,2019-03-15 01:22:58
8,2019-03-15 04:21:33
11,2019-03-15 07:20:10
27,2019-03-15 10:18:50
27,2019-03-15 10:20:54
31,2019-03-15 13:17:20
32,2019-03-15 16:15:57
19,2019-03-15 19:14:34
15,2019-03-15 22:13:13
13,2019-03-16 01:11:45
17,2019-03-16 04:10:21
17,2019-03-16 07:08:56
30,2019-03-16 10:07:35
30,2019-03-16 10:09:40
34,2019-03-16 13:06:07
31,2019-03-16 16:04:47
21,2019-03-16 19:03:23
13,2019-03-16 22:01:54
11,2019-03-17 01:00:32
19,2019-03-17 03:59:12
19,2019-03-17 04:01:17
17,2019-03-17 06:58:03
17,2019-03-17 07:00:14
17,2019-03-17 07:05:09
29,2019-03-17 09:56:17
34,2019-03-17 12:54:54
34,2019-03-17 15:53:29
22,2019-03-17 18:52:10
22,2019-03-17 18:54:19
22,2019-03-17 18:59:29
12,2019-03-17 21:50:40
10,2019-03-18 00:49:20
9,2019-03-18 03:47:52
12,2019-03-18 06:46:28
34,2019-03-18 09:45:06
36,2019-03-18 12:43:44
36,2019-03-18 15:42:29
36,2019-03-18 15:44:42
36,2019-03-18 15:49:50
24,2019-03-18 18:40:49
15,2019-03-18 21:39:27
13,2019-03-19 00:38:02
11,2019-03-19 04:41:01
10,2019-03-19 06:35:21
10,2019-03-19 06:37:21
34,2019-03-19 09:33:50
40,2019-03-28 11:53:30
40,2019-03-28 11:58:38
40,2019-03-28 12:00:42
40,2019-03-28 12:01:48
42,2019-03-28 15:00:31
42,2019-03-28 15:02:33
36,2019-03-28 17:59:06
36,2019-03-28 18:01:17
36,2019-03-28 18:06:24
21,2019-03-28 20:57:36
17,2019-03-28 23:56:11
16,2019-03-29 02:56:52
14,2019-03-29 05:53:22
34,2019-03-29 08:51:59
42,2019-03-29 11:50:38
42,2019-03-29 11:52:43
44,2019-03-29 14:49:12
36,2019-03-29 17:47:47
22,2019-03-29 20:46:22
18,2019-03-29 23:44:53
18,2019-03-30 02:43:40
18,2019-03-30 02:45:40
15,2019-03-30 05:42:03
32,2019-03-30 08:40:48
38,2019-03-30 11:39:16
43,2019-03-30 14:38:00
37,2019-03-30 17:36:34
37,2019-03-30 17:38:46
37,2019-03-30 17:43:51
22,2019-03-30 20:35:09
22,2019-03-30 20:37:12
19,2019-03-30 23:33:39
17,2019-03-31 02:32:15
15,2019-03-31 05:30:57
15,2019-03-31 05:33:01
32,2019-03-31 08:29:40
32,2019-03-31 08:31:46
32,2019-03-31 08:37:17
42,2019-03-31 11:28:02
45,2019-03-31 14:26:39
39,2019-03-31 17:25:15
23,2019-03-31 20:23:50
18,2019-03-31 23:22:24
18,2019-04-01 02:21:03
15,2019-04-01 05:19:41
15,2019-04-01 05:21:45
29,2019-04-01 08:18:11
42,2019-04-01 11:16:47
44,2019-04-01 14:15:31
44,2019-04-01 14:17:37
40,2019-04-01 17:14:00
21,2019-04-01 20:12:36
16,2019-04-01 23:11:12
17,2019-04-02 02:09:48
15,2019-04-02 05:08:30
15,2019-04-02 05:10:37
31,2019-04-02 08:06:59
41,2019-04-02 11:05:44
41,2019-04-02 11:07:51
45,2019-04-02 14:04:12
39,2019-04-10 02:49:50
17,2019-04-10 05:48:26
34,2019-04-10 08:47:01
41,2019-04-10 11:45:36
42,2019-04-10 14:44:18
39,2019-04-10 17:42:49
26,2019-04-10 20:41:25
23,2019-04-10 23:39:59
21,2019-04-11 02:38:35
17,2019-04-11 05:37:11
34,2019-04-11 08:35:49
42,2019-04-11 11:34:31
42,2019-04-11 11:36:36
43,2019-04-11 14:32:57
40,2019-04-11 17:31:40
40,2019-04-11 17:33:47
25,2019-04-11 20:30:22
25,2019-04-11 20:32:18
22,2019-04-11 23:28:46
20,2019-04-12 02:27:20
22,2019-04-12 05:25:59
22,2019-04-12 05:28:04
32,2019-04-12 08:24:33
42,2019-04-12 11:23:05
45,2019-04-12 14:21:45
38,2019-05-03 11:42:52
38,2019-05-03 11:44:55
38,2019-05-03 11:46:21
42,2019-05-03 14:45:01
42,2019-05-03 14:47:15
42,2019-05-03 14:52:29
29,2019-06-19 08:33:16
29,2019-06-19 08:35:41
29,2019-06-19 08:40:44
34,2019-06-19 11:31:58
34,2019-06-19 11:34:00
34,2019-06-19 11:39:08
35,2019-06-19 14:30:34
35,2019-06-19 14:32:36
34,2019-06-19 17:29:05
34,2019-06-19 17:31:13
34,2019-06-19 17:36:19
27,2019-06-19 20:27:39
27,2019-06-19 20:29:48
25,2019-06-19 23:26:20
25,2019-06-19 23:28:26
25,2019-06-19 23:33:37
24,2019-06-20 02:24:54
24,2019-06-20 02:27:00
24,2019-06-20 02:32:06
24,2019-06-20 05:23:22
28,2019-06-20 08:41:54

SENSOR:,Battery Level,Volts
VALUE, TIMESTAMP
3.9,2019-02-14 18:43:08
3.9,2019-02-14 21:41:43
3.9,2019-02-15 00:40:21
3.9,2019-02-15 03:38:55
3.9,2019-02-15 06:37:30
3.9,2019-02-15 09:36:10
3.9,2019-02-15 12:34:44
3.9,2019-02-15 15:33:17
3.9,2019-02-15 18:31:53
3.9,2019-02-15 21:30:36
3.9,2019-02-16 00:29:05
3.9,2019-02-16 03:27:40
3.9,2019-02-16 06:26:15
3.9,2019-02-16 09:24:51
3.9,2019-02-16 12:23:31
3.9,2019-02-16 15:22:10
3.9,2019-02-16 18:20:45
3.9,2019-02-16 21:19:18
3.9,2019-02-17 00:17:50
3.9,2019-02-17 03:16:28
3.9,2019-02-17 06:15:11
3.9,2019-02-17 06:17:11
3.9,2019-02-17 12:12:13
3.9,2019-02-17 12:23:42
3.9,2019-02-17 15:10:49
3.9,2019-02-17 18:09:29
3.9,2019-02-17 21:08:07
3.9,2019-02-18 00:06:40
3.9,2019-02-18 03:05:21
3.9,2019-02-18 03:07:21
3.9,2019-02-18 06:03:47
3.9,2019-02-18 09:02:24
3.9,2019-02-18 12:00:58
3.9,2019-02-18 14:59:34
3.9,2019-02-18 17:58:10
3.9,2019-02-18 20:56:46
3.9,2019-02-18 23:55:25
3.9,2019-02-19 02:54:41
3.9,2019-02-19 05:52:40
3.9,2019-02-19 08:51:14
3.9,2019-02-19 11:49:45
3.9,2019-02-19 14:48:22
3.9,2019-02-19 17:47:01
3.9,2019-02-19 20:45:32
3.9,2019-02-19 23:44:08
3.9,2019-02-20 02:42:48
3.9,2019-02-20 05:41:20
3.9,2019-02-20 08:39:55
3.9,2019-02-20 11:38:34
3.9,2019-02-20 14:37:11
3.9,2019-02-20 17:35:43
3.9,2019-02-20 20:34:22
3.9,2019-02-20 23:32:53
3.9,2019-02-21 02:31:32
3.9,2019-02-21 05:30:13
3.9,2019-02-21 05:32:14
3.9,2019-02-21 08:28:41
3.9,2019-02-21 11:27:16
3.9,2019-02-21 14:26:13
3.9,2019-02-21 17:24:27
3.9,2019-02-21 20:23:03
3.9,2019-02-21 23:21:39
3.9,2019-02-22 02:20:14
3.9,2019-02-22 05:18:51
3.9,2019-02-22 08:17:25
3.9,2019-02-22 11:16:02
3.9,2019-02-22 14:14:38
3.9,2019-02-22 17:13:12
3.9,2019-02-22 20:11:49
3.9,2019-02-22 23:10:23
3.9,2019-02-23 02:08:59
3.9,2019-02-23 05:07:39
